"GeneID","Con_1","Con_2","Con_3","DMEM_1","DMEM_2","DMEM_3","I6_1","I6_2","I6_3","R2_1","R2_2","R2_3","logFC","Pvalue","FDR"
"ZNF263",8.61,8.76,8.76,8.95,8.69,8.79,8.77,7.95,7.59,10.15,10.15,10.15,0.095547404,0.398417153,0.398417153
"PHB1",270.87,260.64,285.52,226.95,230.64,224.26,227.79,229.04,229.73,264.16,250.88,257.67,0.347043681,3.28e-06,3.28e-06
"MBD5",0.43,0.45,0.45,0.55,0.5,0.55,0.92,0.67,0.55,0.52,0.48,0.52,0.276639306,0.471863537,0.471863537
"SLC52A1",0,0,0,0,0,0,0,0,0,0.1,0.05,0.05,2.04605018,0.612272264,0.612272264
"RRP15",4.31,4.82,4.82,6.72,6.43,7.21,6.03,6.03,6.03,5.32,5.18,5.32,-0.369736111,0.002442526,0.002442526
"PTCH1",1.5,1.26,1.39,1.78,1.74,1.78,1.73,1.61,1.66,2.5,2.01,2.19,-0.230772317,0.157317683,0.157317683
"CHD4",36.47,36.12,36.47,46.07,44.5,47.83,45.39,46.09,46.95,46.63,45.63,47.19,-0.215132311,0.00891541,0.00891541
"USP37",2.39,3.98,2.89,4.72,4.72,4.93,4.06,4.21,4.52,3.22,3.22,3.2,-0.447124826,0.054944526,0.054944526
"ZBTB5",2.76,2.76,2.76,3.61,3.61,3.66,3.75,3.68,3.68,3.71,4.36,3.91,-0.222754996,0.11514888,0.11514888
"NAALADL1",0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,1.973739366,0.625460858,0.625460858
"TRIP4",6.18,6.49,5.86,7.86,8.04,8.28,7.78,9.09,10.54,6.81,7,7.13,-0.303855162,0.040451233,0.040451233
"ACSBG1",0.03,0.02,0.02,0,0,0,0,0,0,0.05,0.05,0.05,2.620105173,0.354809369,0.354809369
"EEF1AKMT4",28.09,26.76,26.76,18.92,17.8,20.45,20.01,18.36,17.47,22,22.94,22.35,0.500673144,0.010248281,0.010248281
"DTX2",22.38,21.8,21.8,18.81,19.06,18.81,17.89,17.88,17.89,21.46,19.32,20.45,0.257076281,0.023380908,0.023380908
"RNASE10-2",0.07,0.08,0.07,0,0,0,0.04,0.04,0.09,0.05,0.03,0.03,2.775314738,0.14609703,0.14609703
"NAA35",4.76,5.05,5.05,7.03,6.63,7.27,7.13,6.97,7.49,6.37,5.16,5.66,-0.312021447,0.00944058,0.00944058
"CSDE1",60.42,60.42,58.11,97.78,93.32,102.13,94.29,96.31,100.76,83.01,58.72,70.48,-0.482461073,4.35e-06,4.35e-06
"ARL14",0.05,0.05,0.05,0.09,0.09,0.09,0.5,0.37,0.37,0.05,0.05,0.05,0.121419636,0.95826003,0.95826003
"ERLEC1",15.44,17.92,13.46,24.48,22.72,25.26,24.46,23.5,23.5,22.64,17.52,20.1,-0.553505019,1.49e-06,1.49e-06
"AGAP11",0.14,0.32,0.14,0.09,0.1,0.1,0.11,0.09,0.13,0.13,0.13,0.13,0.739558313,0.434852422,0.434852422
"TMEM222",37.93,28.97,34.21,23.95,24.05,24.05,26,26.7,28.09,23.6,27.72,25.96,0.557325008,0.000178347,0.000178347
"SPANXA2-OT1",0,0,0,0.03,0.07,0.03,0,0,0,0.07,0.13,0.07,-1.354446127,0.688933486,0.688933486
"ATAD5",1.1,1.49,1.49,3.75,3.24,4.19,3.8,3.85,3.8,3.46,1.47,2.31,-0.7014974,0.055449964,0.055449964
"ZBTB44",4.96,5.08,5.08,8.78,8.78,8.77,8.83,8.99,8.51,6.51,6.48,6.51,-0.620952648,1.53e-08,1.53e-08
"RTP4",1.07,1.34,1.22,1.35,1.35,1.28,0.86,0.9,0.99,1.13,0.97,1.13,-0.096755544,0.81058031,0.81058031
"AKAP1",20.45,20.7,20.45,21.42,20.42,22.01,21.46,21.53,21.46,22.49,22.56,22.56,-0.018453806,0.811041891,0.811041891
"KLHDC7B",0,0,0,0,0,0,0.03,0.03,0.07,0,0,0,2.04605018,0.612272264,0.612272264
"PRDX2",426.48,419.82,419.82,314.86,318.91,309.43,334.43,332.36,328.63,344.2,341.39,337.91,0.470498807,2.92e-07,2.92e-07
"ALKBH7",52.8,31.47,43.38,26.02,25.19,27.74,26.62,26.62,27.51,30.19,31.28,30.19,0.79745114,0.000286607,0.000286607
"WDR33",10.27,10.37,10.37,13.82,13.21,14.57,14.64,14.95,14.95,11.96,11.74,11.96,-0.17739262,0.014271074,0.014271074
"DPP7",53.58,45.2,50.17,35.7,34.92,36.24,34.44,34.47,34.44,33.49,37.98,35.52,0.573527029,1.11e-06,1.11e-06
"NADSYN1",23.94,22.47,23.42,19.55,19.55,19.55,17.62,19.14,18.21,20.42,20.42,20.36,0.39984956,5.82e-05,5.82e-05
"CD300LF",0,0,0,0,0,0,0.03,0.03,0.03,0.13,0.13,0.13,1.13719805,0.780480655,0.780480655
"SHLD1",2.83,2.83,2.83,1.75,1.75,2.05,2.8,2.8,2.8,3.43,3.97,4.28,0.746654847,0.106411866,0.106411866
"PLET1",0,0,0,0,0,0,0,0,0,0,0,0,3.208475368,0.418455893,0.418455893
"TP53INP2",17.85,15.62,19.21,18.14,18.14,18.29,16.3,16.73,17.13,18.26,18.55,18.26,0.061477357,0.61519364,0.61519364
"MARVELD1",18.72,18.72,19.19,16.96,16.86,16.89,15.82,15.89,15.82,17.89,17.89,18.18,0.175630284,0.143910712,0.143910712
"MORC2",8.21,8.65,7.87,9.82,9.71,9.71,10.26,10.21,10.26,10.12,10.12,10.12,-0.147031063,0.089717623,0.089717623
"EFNA1",4.4,4.4,4.49,2.52,2.61,2.57,4.6,3.89,3.01,3.46,4.57,3.82,0.848657852,0.000639745,0.000639745
"SARS2-2",7.73,6.52,7.04,6.45,6.45,6.65,6.43,6.43,6.71,6.22,5.12,5.63,0.261145424,0.154319534,0.154319534
"ZNF311-7",0,0,0,0.03,0.03,0.03,0,0,0,0.01,0.01,0.01,-2.244289249,0.450651143,0.450651143
"PRELID1",466.58,452.67,452.67,308.51,316.58,304.8,325.69,325.69,325.54,341.82,357.69,347.17,0.616158371,1.37e-13,1.37e-13
"LRRC28",2.74,2.99,2.2,1.73,2.68,1.23,4.02,2.96,2.13,2.87,2.32,2.7,0.039278275,0.868132823,0.868132823
"UBAC2",21.92,21.34,21.92,21.96,22.16,22.16,18.42,19.17,20.46,22.43,22.58,22.58,0.102483104,0.298389371,0.298389371
"FBXL6-2",15.41,15.41,15.41,8.82,8.82,8.4,5.27,5.41,5.41,10.57,10.57,10.57,0.540382858,0.149574246,0.149574246
"NUDT14",37.03,32.47,41.1,27.39,27.39,27.39,24.49,24.49,25.74,27.44,23.19,25.93,0.540511138,0.000725012,0.000725012
"KCNQ1",0,0,0,0.07,0.06,0.06,0.03,0.03,0.03,0.03,0.03,0.03,-2.642413962,0.506172383,0.506172383
"SH3BP1",4.03,4.03,4.17,3.28,2.81,3.7,4.24,4.09,3.9,3.15,3.08,3.15,0.249153032,0.277027945,0.277027945
"PRRG1",3.03,3.03,3.01,4.52,3.91,5.02,4.91,4.87,4.91,4.27,4.16,4.16,-0.402408941,0.026094335,0.026094335
"ARMC2",0.34,0.75,1.13,1.87,1.38,2.57,2.18,2.18,2.18,1.71,1.59,1.32,-1.112627532,0.052917148,0.052917148
"PPHLN1",15.1,15.21,15.21,21.41,21.37,21.41,20.47,20.75,20.02,16.88,15.86,16.41,-0.280785206,0.017692054,0.017692054
"ANXA6",185.88,180.89,191.93,158.24,160.45,154.66,161.77,161.54,162.23,181.46,182.11,181.46,0.320343375,2.39e-06,2.39e-06
"PTBP1",256.15,252.84,252.84,231.96,235.76,226.6,240.68,240.68,240.45,249.28,257.34,254.13,0.195347495,0.004813964,0.004813964
"PCBD1",68.05,67.21,67.21,56.92,57.07,56.92,58.52,58.52,58.48,58.72,57.91,57.91,0.322348558,0.004814253,0.004814253
"USP36",12.44,12.58,12.17,12.14,12.14,12.11,13.24,13.15,12.97,13.49,13.49,13.49,0.086806063,0.281273982,0.281273982
"HCG20-6",0,0,0,0.06,0.06,0.06,0.18,0.18,0.18,0,0,0,-3.424107603,0.341395918,0.341395918
"SPATA41",0.04,0.04,0.04,0.04,0.04,0.07,0.03,0.03,0.03,0.02,0.02,0.02,1.629636805,0.359601018,0.359601018
"CMYA5",0.03,0.03,0.03,0.02,0.01,0.03,0.02,0.02,0.02,0,0,0,0.113917397,0.920015315,0.920015315
"ACOT11",0.58,0.53,0.58,0.36,0.36,0.37,0.46,0.54,0.62,0.54,0.37,0.47,0.952349432,0.042613847,0.042613847
"BCO2",0,0,0,0.02,0.02,0.02,0.04,0.04,0.04,0.04,0.04,0.04,-0.684262699,0.85479372,0.85479372
"POLR1H-4",7.32,6.81,6.81,5.01,5.38,4.73,5.88,5.88,5.86,5.5,5.56,5.5,0.426740359,0.195105557,0.195105557
"TRIM26-7",7.85,7.39,7.85,9.19,7.29,5.36,11.24,11.24,11.24,2.02,6.92,3.76,0.298925895,0.182553873,0.182553873
"FGFR1",38.82,36.57,37.47,37.77,37.57,37.77,34.59,35.87,37.04,38.32,38.71,38.32,0.097307807,0.171665132,0.171665132
"CA3",0,0,0,0,0,0,0.03,0.03,0.03,0,0,0,1.13719805,0.780480655,0.780480655
"STAC2",0,0,0,0,0,0,0,0,0,0,0,0,-0.786355302,0.847184675,0.847184675
"TELO2",17.37,16.69,16.69,11.77,11.36,12.44,11.8,13.44,14.16,13.22,13.67,13.22,0.506562547,0.000863595,0.000863595
"MAK16",3.63,4.92,4.16,5.94,5.84,5.94,5.61,5.61,5.54,5.21,3.57,4.37,-0.432010481,0.003395081,0.003395081
"RABL6",89.79,89.79,89.79,64.35,63.53,64.74,67.36,67.05,67.36,71.45,71.61,71.61,0.504191094,3.87e-06,3.87e-06
"ITPR1-DT",0,0,0,0.24,0.24,0.27,0.24,0.12,0.12,0,0,0,-1.795750423,0.308706854,0.308706854
"CNOT6",4.6,4.6,4.52,9.31,8.43,10.04,9.71,9.71,9.78,7.58,7.59,7.59,-0.734754518,1.25e-06,1.25e-06
"FLJ45513",0.15,0.36,0.15,0.07,0.07,0.07,0.3,0.3,0.3,0.07,0.07,0.07,0.62309842,0.771217604,0.771217604
"CA14",0.08,0.04,0.04,0.04,0.04,0.04,0,0,0,0.04,0.04,0.04,0.777628338,0.768984754,0.768984754
"PYCR1",69.01,66.35,66.35,48.06,48.06,48.06,40.54,42.47,46.09,48.5,48.84,48.5,0.553872439,1.21e-06,1.21e-06
"GDI1",127.95,127.95,127.95,111.17,114.49,109.13,113.87,116.79,120.52,116.37,120.8,117.83,0.230347074,0.016137458,0.016137458
"DNAH5",0.15,0.14,0.15,0.25,0.22,0.2,0.15,0.19,0.21,0.23,0.38,0.31,-0.091360044,0.806208758,0.806208758
"SDE2",8.31,9.1,9.1,11.74,10.72,12.56,13.28,12.33,11.59,11.61,10.31,10.96,-0.225239915,0.06614666,0.06614666
"ATP2B4",6.46,7.18,6.9,9.54,9.58,9.58,10.05,10.29,10.61,10.02,9.39,9.63,-0.428125156,3.64e-09,3.64e-09
"PYCR3",9.18,9.18,9.18,5.31,5.31,5.25,6.33,6.33,6.43,6.36,6.19,6.36,0.780578921,5.23e-07,5.23e-07
"FBXW4",19.29,17.8,18.31,16.78,16.75,16.75,14.57,15.26,15.72,14.99,16.1,15.39,0.260861441,0.042966123,0.042966123
"MEGF6",0.92,0.73,0.83,1.04,0.91,1.11,0.67,0.72,0.77,0.83,0.57,0.69,-0.224281396,0.338000435,0.338000435
"DLX3",0.56,0.26,0.11,0.2,0.21,0.2,0.17,0.26,0.39,0.5,0.5,0.5,0.839129646,0.310950398,0.310950398
"TAF1A",3.27,3.64,3.64,5.2,5.2,5.29,4.48,4.48,4.4,7.54,3.17,6.02,-0.198729766,0.409563622,0.409563622
"CCBE1",2.28,2.15,2.28,3.32,3.2,3.2,2.5,2.5,2.55,2.53,2.53,2.5,-0.21161025,0.253359568,0.253359568
"VSX1",0.05,0.07,0.07,0.14,0.07,0.24,0.08,0.08,0.08,0.11,0.42,0.27,0.315652989,0.771444376,0.771444376
"CHAF1B",16.75,16.75,17.08,17.24,18.6,16.06,17.85,17.94,17.94,19.28,19.3,19.3,-0.015159401,0.868132854,0.868132854
"BRPF3",23.1,22.6,23.1,27.02,25.79,27.97,28.84,28.01,27.01,26.23,26.23,26.1,-0.071699388,0.421560722,0.421560722
"CSPG5",2.72,2.72,2.71,2.55,2.44,2.36,2.63,2.62,2.63,3.11,2.34,2.66,0.263005234,0.256442509,0.256442509
"ZNF136",0.62,0.94,0.83,1.31,1.3,1.3,1.13,0.88,0.75,0.77,0.77,0.77,-0.619555875,0.034164788,0.034164788
"YPEL1",0.19,0.19,0.19,0.14,0.12,0.12,0.22,0.22,0.22,0.05,0.06,0.06,0.659974518,0.449523847,0.449523847
"KBTBD8",0.15,0.17,0.2,0.19,0.12,0.28,0.21,0.22,0.21,0.17,0.25,0.22,-0.095080907,0.881107623,0.881107623
"OPRD1",0.01,0.01,0.01,0.02,0.02,0.02,0,0,0,0,0,0,-0.327397016,0.832349331,0.832349331
"RASSF4",3.66,3.6,3.66,3.85,3.85,3.85,3.86,4.01,3.72,3.5,3.57,3.36,0.116196573,0.503793559,0.503793559
"LENG1-2",2.59,2.46,2.27,1.92,1.92,1.92,1.9,1.9,1.9,2.25,2.25,2.25,0.411916995,0.206575657,0.206575657
"SLC9A1",10.26,9.22,11.07,9.76,9.85,9.85,11.07,10.68,10.48,10.53,10.49,10.49,0.102471139,0.407931461,0.407931461
"DIS3L",6.01,8.6,7.39,10.72,10.72,10.71,9.81,10.32,10.32,9.89,8.29,8.93,-0.474437727,0.000407897,0.000407897
"HSPBP1",59.64,59.64,59.64,40.55,40.55,40.15,42.11,45.24,48.63,44.83,46.39,47.08,0.552621304,6.37e-07,6.37e-07
"GTPBP4",18.04,18.61,18.61,25.04,25.04,25.15,24.01,24.68,25.7,22.32,19.48,20.62,-0.28118757,0.000122114,0.000122114
"ZNF679",0,0,0,0.11,0.11,0.11,0.075,0.075,0.075,0.075,0.075,0.075,-3.468086945,0.206703482,0.206703482
"TMC3",0.01,0.02,0.01,0.01,0.01,0.01,0,0,0,0.01,0.01,0.01,-0.292939147,0.889100268,0.889100268
"ZNF582",0.23,0.21,0.23,0.43,0.57,0.26,0.24,0.08,0.17,0.31,0.33,0.31,-0.328058444,0.641957216,0.641957216
"DNAJC11",31.11,28.34,33.24,30.91,30.89,30.91,35.52,33.2,31.65,34.67,34.91,34.67,0.077317956,0.454029253,0.454029253
"GPA33",0,0,0,0,0,0,0.06,0.02,0.04,0.04,0.06,0.04,1.515400145,0.7050616,0.7050616
"HSD17B11",52.94,49.09,52.94,58.56,58.64,58.64,57.19,57.19,56.41,54.55,48.81,51.77,-0.095233102,0.277679613,0.277679613
"NAV1",3.15,3.15,3.15,4.22,4.26,4.22,4.17,4.17,4.17,3.36,3.46,3.46,-0.297784218,0.001431576,0.001431576
"PRR33",0.02,0.02,0.02,0,0,0,0.01,0.01,0.01,0.06,0.04,0.04,3.002726696,0.347625411,0.347625411
"WDR76",8.55,8.55,8.19,11.67,12.65,10.89,11.77,11.49,11.49,11.13,9.91,10.68,-0.306380168,0.00780904,0.00780904
"RSPH4A",0.08,0.05,0.05,0.08,0.11,0.08,0.1,0.1,0.16,0.14,0.12,0.12,-0.505796568,0.795184046,0.795184046
"NUP50",9.52,10.17,10.17,16.88,15.72,17.64,16.16,16.54,16.97,14.24,12.52,13.14,-0.537468097,3.95e-06,3.95e-06
"RRP8",6.43,7.35,5.02,5.02,5.02,4.54,4.63,5.22,5.78,5.24,5.24,5.14,0.432722331,6.79e-05,6.79e-05
"FBXO17-2",6.5,6.5,6.64,5.49,5.94,5.23,5.16,4.64,3.71,6.18,6.18,6.26,0.132410619,0.40307192,0.40307192
"HSD17B8-4",1.21,1.12,1.21,0.93,0.93,0.88,0.7,0.7,0.69,0.95,0.95,0.95,0.543753679,0.35784578,0.35784578
"FAM221A",2.91,3.05,3.05,4.35,4.81,3.86,3.9,4.71,6.29,4.24,3.03,3.41,-0.356730687,0.197203108,0.197203108
"PSMD7",54.98,64.71,60.35,71.22,73.43,69.87,72.42,72.31,72.42,70.53,66.16,67.6,-0.170501772,0.020656478,0.020656478
"IL11RA",2.62,2.55,2.62,2.05,2.3,1.79,1.38,1.65,2.08,1.35,1.42,1.42,0.644920748,0.050272941,0.050272941
"RPL12",2175.36,2069.83,2021.91,1807.3,1893.96,1731.06,1783.4,1695.91,1608.18,1842.49,1842.49,1842.49,0.320339479,1.07e-05,1.07e-05
"SLCO2A1",0.51,0.38,0.28,0.58,0.61,0.55,0.49,0.49,0.58,0.37,0.41,0.48,-0.497224084,0.232107787,0.232107787
"LRCH3",8.89,9.03,9.03,11.4,11.37,11.37,12.11,12.11,12.11,9.78,11.62,10.85,-0.114528811,0.208741457,0.208741457
"BTBD10",17.81,19.31,19.31,24.93,26.03,23.36,27.55,28.03,28.86,23.48,23.48,23.48,-0.24058312,0.024927649,0.024927649
"THNSL1",4.14,3.6,3.6,3.73,3.74,3.74,2.71,3.02,2.48,3.9,3.32,3.9,-0.530368599,0.023397572,0.023397572
"ZNRD2-DT",1.43,1.43,1.43,0.87,0.43,1.16,0.25,0.36,0.32,0.42,1.39,1.02,0.763705662,0.206732616,0.206732616
"ATP5MJ",237.45,228.28,237.45,169.53,178.79,160.61,152.52,172.48,181.28,209.12,208.87,208.87,0.646034782,1.78e-08,1.78e-08
"ZW10",11.14,11.32,11.32,18.35,17.58,18.79,17.35,17.78,17.78,15,13.37,14.16,-0.416448162,0.004689236,0.004689236
"NBEAL2",3.99,3.99,4.01,3.33,3.55,3.21,3.73,3.82,3.73,3.66,3.66,3.66,0.27335295,0.018324019,0.018324019
"BRD2-7",0,0,0,0,0,0,0.05,0.05,0.05,0,0,0,3.093002027,0.354369072,0.354369072
"DNAH1",0.09,0.09,0.08,0.13,0.13,0.13,0.1,0.09,0.12,0.12,0.12,0.12,-0.189596138,0.65859762,0.65859762
"PITPNM1",17.52,17.52,17.52,14.52,14.75,13.99,13.45,13.45,13.65,12.88,13.16,13.16,0.349259965,0.005882017,0.005882017
"SMC4",13.62,13.62,13.35,30.72,28.56,33.05,28.95,28.95,28.95,24.41,16.06,20.06,-0.73016249,0.000267791,0.000267791
"ATP6V1G2-DDX39B-6",0.22,0.31,0.09,0.08,0.06,0.08,0.21,0.21,0.21,0.21,0.25,0.27,1.333423491,0.207216299,0.207216299
"CBLL1",7.76,7.76,7.44,10.64,10.32,10.52,11.67,11.67,11.88,10.5,8.75,9.39,-0.309532527,0.001552257,0.001552257
"DIDO1",20.66,20.66,20.66,23.85,23.85,23.56,25.36,24.35,22.67,22.15,22.47,22.47,-0.259877463,7.76e-05,7.76e-05
"UBE2E1",59.71,63.03,57.21,59.23,59.23,59.23,60.12,61.72,59.33,56.84,62.99,60.54,0.113384322,0.089162765,0.089162765
"RPP14",5.08,7.13,5.72,7.84,7.84,7.84,9.67,10.1,9.67,7.47,7.13,7.13,-0.232866515,0.150021564,0.150021564
"GABBR1-7",0.15,0.15,0.15,0.13,0.26,0.39,0.16,0.16,0.16,0,0,0,0.73568005,0.582406174,0.582406174
"THUMPD1",3.05,3.07,3.07,6.17,6.17,6.3,6,5.94,5.94,3.91,3.8,3.8,-0.663092662,0.000218765,0.000218765
"PAQR8",0.64,0.94,1.08,0.84,0.84,0.87,0.86,0.78,0.72,0.99,0.92,0.89,0.186223339,0.55002473,0.55002473
"DYRK1A",3.57,3.57,3.43,6.91,6.8,6.91,6.83,6.86,6.86,5.99,4.81,5.43,-0.664351805,6.3e-07,6.3e-07
"DHX16-3",1.14,1.14,1.24,1.58,2.38,1.19,0.92,1.33,1.62,1.05,1.07,1.07,-0.569228776,0.121955858,0.121955858
"FAM72A",5.33,6.39,5.79,6.63,6.36,6.99,6.2,7.5,8.76,8.89,5.86,7.34,-0.115492207,0.439710728,0.439710728
"AKR1C8",0,0,0,0.05,0.1,0.05,0.075,0.075,0.075,0.1,0.1,0.1,-2.318333728,0.56137488,0.56137488
"SEPTIN9-DT-2",0.12,0.07,0.07,0.12,0.12,0.17,0,0,0,0.095,0.095,0.095,-0.684438815,0.852899785,0.852899785
"PLAC8L1",0.14,0.14,0.32,0.03,0.03,0.03,0.09,0.09,0.12,0,0,0,1.922802008,0.404616721,0.404616721
"EID1",49.21,48.61,47.37,58.73,58.73,59.4,56.47,56.59,56.59,61.31,51.51,55.77,-0.18858429,0.009334654,0.009334654
"ZNF582-DT",0.21,0.2,0.21,0.18,0.33,0.18,0.04,0.05,0.05,0,0,0,1.100201858,0.395774735,0.395774735
"MLH1",22.01,22.01,22.39,24.41,24.41,24.3,23,23.63,23.63,24.95,24.83,24.83,-0.099171209,0.237641614,0.237641614
"DGCR8",9.95,9.95,9.95,10.48,10.48,10.72,12.06,11.42,10.37,10.87,10.73,10.93,0.006137413,0.94372905,0.94372905
"ATP8B2",4.44,4.36,4.44,4.68,4.55,4.89,4.29,4.29,4.42,4.99,5.19,4.9,0.013914786,0.906328459,0.906328459
"SLC13A4",0.21,0.21,0.22,0.42,0.54,0.23,0.27,0.28,0.28,0.26,0.24,0.26,-0.864455112,0.17715153,0.17715153
"PLCL2",0.33,0.33,0.26,0.19,0.24,0.24,0.29,0.53,0.78,0.23,0.23,0.23,0.856043719,0.176350138,0.176350138
"KNTC1",2.66,2.97,2.97,6.35,6.31,6.35,5.52,5.54,5.54,4.48,3.22,3.9,-0.593795833,0.042361141,0.042361141
"AIFM3",0.05,0.02,0.02,0,0,0,0.07,0.07,0.07,0.05,0.05,0.05,2.581518608,0.51837243,0.51837243
"SLC37A1",6.82,6.81,6.82,6.85,6.41,7.12,6.7,7,7,6.31,6.47,6.47,0.153450445,0.24167632,0.24167632
"RAB4A",7.38,7.98,7.03,8.73,9.43,7.82,8.29,8.73,8.57,7.87,9.52,8.64,-0.135873948,0.303487628,0.303487628
"SIPA1L1",6.4,6.4,6.51,8.72,9,8.24,9.33,9.22,9.09,8.51,8.45,8.51,-0.260737874,0.023269294,0.023269294
"TOMM7",427.06,405.23,427.06,393.45,436.63,345.69,353.84,342.92,370.77,419.58,400.87,409.88,0.33886991,0.02041984,0.02041984
"TCERG1",11.3,14.08,12.88,18.47,17.29,19.9,19.89,19.2,17.97,17.62,15.69,16.93,-0.464371356,1.24e-05,1.24e-05
"KCNQ1OT1",0.03,0.03,0.03,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.04,0.05,1.313763785,0.225415849,0.225415849
"WDR86",0.14,0.14,0.1,0.16,0.15,0.16,0.13,0.13,0.13,0.14,0.11,0.14,0.43604014,0.454059249,0.454059249
"POM121C",31.05,27.38,29.51,30.59,31.65,29.39,33.81,31.75,30.56,33.21,33.21,33.21,0.025501764,0.79337706,0.79337706
"ZNF133",4.39,4.39,4.39,3.55,2.97,3.96,3.02,4.16,4.77,2.58,2.8,2.8,0.274876903,0.246513796,0.246513796
"ISOC1",14.04,14.04,14.04,13.77,13.83,13.83,14.82,13.4,12.69,14.97,15.66,15.38,0.015987837,0.896146363,0.896146363
"NDUFAF3",91.88,89.46,89.46,64.64,66.12,64.64,60.77,61.84,61.84,67.27,68.94,63.74,0.569370762,8.42e-08,8.42e-08
"SFI1",2.04,2.73,2.42,2.84,2.53,3.32,2.27,2.27,2.27,2.43,2.37,2.53,-0.194774029,0.318715104,0.318715104
"PRSS16",0.49,0.49,0.49,0.34,0.34,0.33,0.15,0.26,0.37,0.29,0.14,0.14,0.068702994,0.908279904,0.908279904
"PUF60-2",4.25,4.25,4.25,2.27,2.27,2.1,1.33,2.33,0.79,0.57,0.84,0.84,0.245270547,0.885095828,0.885095828
"COX8A",1460.77,1425.78,1460.77,1169.87,1169.87,1171.59,1107.82,1107.82,1107.82,1214.76,1224.19,1229.67,0.503082022,9.07e-11,9.07e-11
"CEP97",2.16,2.16,2.04,4.52,3.58,5.28,4.44,4.46,4.46,4.11,2.22,3.09,-0.678490672,0.005220552,0.005220552
"KCTD10",29.43,30.61,31.64,32.34,32.56,32.34,30.9,32.18,33.6,33.29,33.29,33.29,0.016909591,0.821073825,0.821073825
"DYNLRB1",616.86,567.37,653.39,577.24,577.24,583.08,550.6,548.98,550.6,554.72,608.06,581.78,0.209569947,0.016207224,0.016207224
"STEAP1B",0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.936861124,0.817093369,0.817093369
"CCNA1",2.81,2.09,1.73,2.1,2.88,2.45,2.28,2.84,3.2,2.88,2.88,2.93,-0.064089844,0.848564316,0.848564316
"NSD1",5.34,5.43,5.43,7.25,6.32,8.22,7.17,7.17,7.01,6.41,6.49,6.28,-0.487722227,5.45e-05,5.45e-05
"NEU1-5",0,0,0,0.06,0.03,0.03,0.015,0.015,0.015,0.015,0.015,0.015,-3.033499219,0.428882111,0.428882111
"FNBP4",3.67,3.88,3.88,5.78,5.78,5.78,6,5.33,4.75,5.51,5.51,5.51,-0.27068141,0.207768269,0.207768269
"KRI1",27.27,27.34,27.34,28.1,28.52,28.52,29.11,29.03,29.03,29,29.58,29.58,0.055107267,0.567795742,0.567795742
"VPS4B",5.71,5.71,5.51,8.95,9.31,8.12,8.34,8.34,8.22,7.13,7.13,7.13,-0.462709057,0.00046109,0.00046109
"UBE2C",641.58,544.05,599.02,516.39,539.88,487.7,508.39,507.86,508.39,546.24,547.08,546.24,0.313357107,0.00179142,0.00179142
"ALDH16A1",28.89,27.47,27.47,19.82,19.82,19.87,19.92,19.65,19.65,20.46,20.46,20.41,0.513609748,2.81e-05,2.81e-05
"ZCCHC18",0.38,0.38,0.38,0.38,0.27,0.45,0.33,0.58,0.92,0.43,0.64,0.64,-0.011752412,0.985780572,0.985780572
"TEAD1",12.54,12.54,12.51,26.46,24.93,28.33,26.25,25.99,25.4,20.98,16.77,19.1,-0.707310828,7.63e-05,7.63e-05
"AAK1",4.28,6.82,5.28,8.32,7.51,9.03,9.4,9.4,9.4,8.59,6.46,7.76,-0.483876178,0.001007198,0.001007198
"LGR5",0.08,0.09,0.09,0.12,0.16,0.06,0.07,0.14,0.21,0.11,0.12,0.11,-0.223123768,0.78038389,0.78038389
"SPATC1L",12.04,11.66,11.27,9.67,9.64,9.67,9.8,9.8,9.8,10.04,11.46,10.5,0.350313586,0.040764373,0.040764373
"GOLGA8R",0.03,0.05,0.03,0,0,0,0,0,0,0.03,0.03,0.03,3.779276888,0.263359403,0.263359403
"FAM114A2",2.43,1.99,1.37,2.87,2.04,3.51,3.42,2.76,1.95,3.19,1.52,2.23,-0.412864805,0.140432648,0.140432648
"GATAD2B",5.2,4.72,5.2,7.26,7.26,7.45,4.07,4.07,4.07,8.13,5.01,5.96,-0.291467279,0.06000999,0.06000999
"CNOT3-10",1.76,0.81,0.81,0.28,0.28,0.21,1.18,0.64,0.33,0.28,0.28,0.28,0.907795817,0.453292758,0.453292758
"PLCXD2",0.62,0.62,0.57,1.66,1.1,1.36,1.33,1.32,1.33,2.95,1.99,2.64,-0.452622948,0.118957484,0.118957484
"KPNA7-2",0.16,0.11,0.11,0.04,0.04,0.04,0.15,0.11,0.08,0.17,0.17,0.17,1.167261948,0.569995848,0.569995848
"HOXD4",7.49,6.61,7.9,7.38,7.38,7.38,6.86,6.7,6.7,6.17,6.17,6.17,0.130123773,0.482154351,0.482154351
"ADRB1",0.28,0.4,0.17,0.07,0.18,0.13,0.15,0.23,0.3,0.21,0.15,0.12,1.288344386,0.093366658,0.093366658
"GATA6",4.98,5.18,4.84,5.82,5.85,5.85,6.87,6.67,6.67,5.97,5.97,5.97,-0.167421465,0.174785895,0.174785895
"NMNAT1",5.53,4.97,4.31,5.21,5.47,4.64,5.9,3.87,2.96,6.51,6.27,6.27,-0.036903884,0.822912235,0.822912235
