GeneID,logFC,Pvalue,FDR,Up/Down-Regulation,Gene_name
AGK,-0.001233211,0.992293354,0.992293354,*,AGK
AGL,-0.074301287,0.706369676,0.706369676,*,AGL
AGMAT,0.377019797,0.428982062,0.428982062,*,AGMAT
AGO1,-0.190122923,0.047700498,0.047700498,*,AGO1
AGO2,0.155691145,0.024332483,0.024332483,*,AGO2
AGO3,-0.11502653,0.503268091,0.503268091,*,AGO3
AGO4,0.293336317,0.119784338,0.119784338,*,AGO4
AGPAT1,-0.014048992,0.858720104,0.858720104,*,AGPAT1
AGPAT1-3,-1.828313995,0.651239241,0.651239241,*,AGPAT1
AGPAT1-4,2.496037209,0.531493359,0.531493359,*,AGPAT1
AGPAT1-5,-1.828313995,0.651239241,0.651239241,*,AGPAT1
AGPAT1-6,-1.828313995,0.651239241,0.651239241,*,AGPAT1
AGPAT2,-0.130394636,0.151965015,0.151965015,*,AGPAT2
AGPAT3,-0.14910659,0.007992962,0.007992962,*,AGPAT3
AGPAT4,-0.358483042,0.13005459,0.13005459,*,AGPAT4
AGPAT4-IT1,-0.536540711,0.790981006,0.790981006,*,AGPAT4-IT1
AGPAT5,0.230639824,0.270780865,0.270780865,*,AGPAT5
AGPAT5-2,0.230639824,0.270780865,0.270780865,*,AGPAT5
AGPS,0.111176933,0.301178681,0.301178681,*,AGPS
AGRN,-0.060859527,0.383225056,0.383225056,*,AGRN
AGT,-0.159938818,0.804821763,0.804821763,*,AGT
AGTPBP1,0.536247827,0.124901995,0.124901995,*,AGTPBP1
AGTR1,0.039526495,0.899394117,0.899394117,*,AGTR1
AGTRAP,-0.019496816,0.853142974,0.853142974,*,AGTRAP
AHCTF1,0.139846909,0.204629572,0.204629572,*,AHCTF1
AHCY,0.058277763,0.345910317,0.345910317,*,AHCY
AHCYL1,-0.035188245,0.588021433,0.588021433,*,AHCYL1
AHCYL2,0.054916737,0.752830231,0.752830231,*,AHCYL2
AHDC1,-0.187391062,0.169314651,0.169314651,*,AHDC1
AHI1,0.341864669,0.153848754,0.153848754,*,AHI1
AHI1-DT,-3.847072323,0.171123952,0.171123952,*,AHI1-DT
AHNAK,-0.138131355,0.000946861,0.000946861,*,AHNAK
AHNAK2,-0.013024274,0.81326103,0.81326103,*,AHNAK2
AHR,0.033684785,0.771060676,0.771060676,*,AHR
AHRR,0.010026975,0.891539353,0.891539353,*,AHRR
AHSA1,0.054928902,0.40856677,0.40856677,*,AHSA1
AIDA,0.22442889,0.004083755,0.004083755,*,AIDA
AIF1L,-0.171080226,0.894958499,0.894958499,*,AIF1L
AIFM1,0.082552453,0.430352727,0.430352727,*,AIFM1
AIFM2,-0.486366164,3.46E-07,3.46E-07,*,AIFM2
AIFM3,1.170672689,0.585455,0.585455,*,AIFM3
AIG1,-0.051032599,0.647120349,0.647120349,*,AIG1
AIM2,1.7826395,0.659091782,0.659091782,*,AIM2
AIMP1,0.021850846,0.868234882,0.868234882,*,AIMP1
AIMP2,-0.038607588,0.704698407,0.704698407,*,AIMP2
AIP,-0.04984579,0.64503875,0.64503875,*,AIP
AJM1,-0.096417027,0.768249994,0.768249994,*,AJM1
AJUBA,-0.393430941,1.36E-08,1.36E-08,*,AJUBA
AJUBA-DT,0.018566182,0.983989605,0.983989605,*,AJUBA-DT
AK1,0.010781816,0.903239783,0.903239783,*,AK1
AK2,-0.030852736,0.634742739,0.634742739,*,AK2
AK3,-0.020309861,0.828093338,0.828093338,*,AK3
AK4,-0.221304338,0.415103778,0.415103778,*,AK4
AK5,0.21161253,0.018347752,0.018347752,*,AK5
AK6,-0.032053601,0.909242084,0.909242084,*,AK6
AK6-2,-0.032053601,0.909242084,0.909242084,*,AK6
AK6-3,0.046407023,0.859981591,0.859981591,*,AK6
AK8,0.88346612,0.602318877,0.602318877,*,AK8
AK9,-0.016376932,0.976840629,0.976840629,*,AK9
AKAP1,0.022680156,0.863085919,0.863085919,*,AKAP1
AKAP10,-0.057218694,0.665140059,0.665140059,*,AKAP10
AKAP11,0.15487372,0.117056175,0.117056175,*,AKAP11
AKAP12,0.487143248,5.34E-06,5.34E-06,*,AKAP12
AKAP13,0.028537934,0.789725768,0.789725768,*,AKAP13
AKAP17A,-0.155080162,0.397265098,0.397265098,*,AKAP17A
AKAP17A-2,-0.155080162,0.397265098,0.397265098,*,AKAP17A
AKAP3,0.103803923,0.967350408,0.967350408,*,AKAP3
AKAP5,-0.646835782,0.251383053,0.251383053,*,AKAP5
AKAP6,0.499051151,0.493721159,0.493721159,*,AKAP6
AKAP7,0.389401088,0.164785586,0.164785586,*,AKAP7
AKAP8,0.120956477,0.277290101,0.277290101,*,AKAP8
AKAP8L,-0.109710553,0.260486807,0.260486807,*,AKAP8L
AKAP9,0.300206547,0.158934781,0.158934781,*,AKAP9
AKIP1,-0.098389928,0.368252345,0.368252345,*,AKIP1
AKIRIN1,-0.011847721,0.885198715,0.885198715,*,AKIRIN1
AKIRIN2,-0.2151421,0.011888776,0.011888776,*,AKIRIN2
AKNA,-0.031987671,0.815107731,0.815107731,*,AKNA
AKNAD1,-0.595210109,0.550958476,0.550958476,*,AKNAD1
AKR1A1,0.046804279,0.585476196,0.585476196,*,AKR1A1
AKR1B1,-0.285899883,7.43E-06,7.43E-06,*,AKR1B1
AKR1B10,-0.267850587,0.604822478,0.604822478,*,AKR1B10
AKR1B15,1.75409309,0.664418947,0.664418947,*,AKR1B15
AKR1C1,-0.978970874,6.52E-23,6.52E-23,*,AKR1C1
AKR1C2,-0.926841185,0.005221529,0.005221529,*,AKR1C2
AKR1C3,-1.911298309,0.040772191,0.040772191,Down,AKR1C3
AKR1E2,-0.107235137,0.79070808,0.79070808,*,AKR1E2
AKR7A2,-0.086938606,0.393952612,0.393952612,*,AKR7A2
AKR7A3,0.476044457,0.708975775,0.708975775,*,AKR7A3
AKT1,-0.038986594,0.556387482,0.556387482,*,AKT1
AKT1S1,0.046193949,0.544513515,0.544513515,*,AKT1S1
AKT2,0.00717544,0.905504631,0.905504631,*,AKT2
AKT3,0.95291135,0.002320928,0.002320928,*,AKT3
AKT3-2,-0.128553256,0.277848125,0.277848125,*,AKT3
AKTIP,0.31911591,0.05177111,0.05177111,*,AKTIP
ALAD,-0.0159677,0.880908529,0.880908529,*,ALAD
ALAS1,-0.077874066,0.353052917,0.353052917,*,ALAS1
ALB,-1.005262704,0.805404059,0.805404059,*,ALB
ALCAM,-0.005606226,0.925402085,0.925402085,*,ALCAM
ALDH16A1,0.230665822,0.069710402,0.069710402,*,ALDH16A1
ALDH18A1,-0.135903904,0.021466301,0.021466301,*,ALDH18A1
ALDH1A1,-2.823026104,0.477752804,0.477752804,*,ALDH1A1
ALDH1A2,-3.194519449,0.286026304,0.286026304,*,ALDH1A2
ALDH1A3,0.491710226,0.16233947,0.16233947,*,ALDH1A3
ALDH1A3-AS1,0.134050135,0.755447142,0.755447142,*,ALDH1A3-AS1
ALDH1B1,-0.204710238,0.035850488,0.035850488,*,ALDH1B1
ALDH1L2,0.235995533,0.006292815,0.006292815,*,ALDH1L2
ALDH2,-0.20735941,0.00748307,0.00748307,*,ALDH2
ALDH3A1,-1.005262704,0.805404059,0.805404059,*,ALDH3A1
ALDH3A2,-0.194701248,0.470746603,0.470746603,*,ALDH3A2
ALDH3B1,-0.134611158,0.088352755,0.088352755,*,ALDH3B1
ALDH4A1,0.076597744,0.601381068,0.601381068,*,ALDH4A1
ALDH5A1,-0.035277768,0.942133707,0.942133707,*,ALDH5A1
ALDH6A1,-0.304121388,0.076613367,0.076613367,*,ALDH6A1
ALDH7A1,-0.085641717,0.272220408,0.272220408,*,ALDH7A1
ALDH8A1,-1.005262704,0.805404059,0.805404059,*,ALDH8A1
ALDH9A1,0.013770143,0.824249613,0.824249613,*,ALDH9A1
ALDOA,0.018988129,0.729586825,0.729586825,*,ALDOA
ALDOC,-0.22022071,0.246096403,0.246096403,*,ALDOC
ALG1,-0.161145041,0.052803948,0.052803948,*,ALG1
ALG10,0.263910388,0.413048774,0.413048774,*,ALG10
ALG10B,0.274062503,0.357752971,0.357752971,*,ALG10B
ALG11,0.126588213,0.370710222,0.370710222,*,ALG11
ALG12,-0.122632028,0.36259489,0.36259489,*,ALG12
ALG13,0.108105201,0.460409953,0.460409953,*,ALG13
ALG14,0.04716729,0.808669294,0.808669294,*,ALG14
ALG14-AS1,-1.828313995,0.651239241,0.651239241,*,ALG14-AS1
ALG2,-0.054411569,0.601397882,0.601397882,*,ALG2
ALG3,-0.05189957,0.624358681,0.624358681,*,ALG3
ALG5,0.019050078,0.889250129,0.889250129,*,ALG5
ALG6,0.677648521,0.006315659,0.006315659,*,ALG6
ALG8,-0.047579957,0.605979254,0.605979254,*,ALG8
ALG9,0.05631436,0.55949892,0.55949892,*,ALG9
ALK,1.653553507,0.516109074,0.516109074,*,ALK
ALKAL1,-0.567601493,0.45581597,0.45581597,*,ALKAL1
ALKAL2,1.76841863,0.661743831,0.661743831,*,ALKAL2
ALKBH1,0.023141491,0.893037793,0.893037793,*,ALKBH1
ALKBH2,0.029486467,0.911352538,0.911352538,*,ALKBH2
ALKBH3,-0.060185795,0.652658415,0.652658415,*,ALKBH3
ALKBH4,0.075544567,0.701075945,0.701075945,*,ALKBH4
ALKBH5,-0.038727224,0.617940556,0.617940556,*,ALKBH5
ALKBH6,-0.111511346,0.476407291,0.476407291,*,ALKBH6
ALKBH7,0.218953388,0.165227473,0.165227473,*,ALKBH7
ALKBH8,0.510180448,0.064261583,0.064261583,*,ALKBH8
ALMS1,-0.294438969,0.864136161,0.864136161,*,ALMS1
ALMS1-2,1.621652555,0.12783589,0.12783589,*,ALMS1
ALMS1-IT1,2.111476732,0.505936007,0.505936007,*,ALMS1-IT1
ALMS1-IT1-2,2.111476732,0.505936007,0.505936007,*,ALMS1-IT1
ALOX12,-1.034804924,0.795332661,0.795332661,*,ALOX12
ALOX12-AS1,-0.338043658,0.512570476,0.512570476,*,ALOX12-AS1
ALOX5AP,-1.449723808,0.691447471,0.691447471,*,ALOX5AP
ALOXE3,0.48401085,0.748174084,0.748174084,*,ALOXE3
ALPK1,-0.549493198,0.097429664,0.097429664,*,ALPK1
ALPK2,-0.382410926,1.11E-07,1.11E-07,*,ALPK2
ALPK3,-0.037030121,0.958782096,0.958782096,*,ALPK3
ALPL,-0.376851911,0.065074779,0.065074779,*,ALPL
ALS2,-0.028377367,0.794592169,0.794592169,*,ALS2
ALS2CL,-0.276785455,0.199240294,0.199240294,*,ALS2CL
ALX1,0.824617904,0.648348202,0.648348202,*,ALX1
ALX3,-0.315302394,0.465544694,0.465544694,*,ALX3
ALYREF,0.019748454,0.781987923,0.781987923,*,ALYREF
AMACR,0.036371942,0.843143264,0.843143264,*,AMACR
AMBP,-2.458242965,0.373222102,0.373222102,*,AMBP
AMBRA1,-0.130158502,0.210169815,0.210169815,*,AMBRA1
AMD1,0.187618284,0.045268357,0.045268357,*,AMD1
AMDHD1,-1.879573847,0.641745938,0.641745938,*,AMDHD1
AMDHD2,0.143183632,0.147494726,0.147494726,*,AMDHD2
AMER1,-0.068577477,0.780456161,0.780456161,*,AMER1
AMER3,-1.005262704,0.805404059,0.805404059,*,AMER3
AMFR,-0.126008006,0.031836133,0.031836133,*,AMFR
AMH,2.453699659,0.535980362,0.535980362,*,AMH
AMIGO1,-0.341788792,0.200832563,0.200832563,*,AMIGO1
AMIGO2,0.345026757,0.000375476,0.000375476,*,AMIGO2
AMIGO3,-0.210397737,0.377573811,0.377573811,*,AMIGO3
AMMECR1,0.23599609,0.188480473,0.188480473,*,AMMECR1
AMMECR1L,-0.08669031,0.407257304,0.407257304,*,AMMECR1L
AMN,1.832040146,0.649906984,0.649906984,*,AMN
AMN1,0.086899187,0.861564146,0.861564146,*,AMN1
AMOT,-0.017294105,0.918459864,0.918459864,*,AMOT
AMOTL1,-0.047528239,0.43397488,0.43397488,*,AMOTL1
AMOTL2,-0.046579412,0.417466803,0.417466803,*,AMOTL2
AMPD2,-0.032652046,0.619028664,0.619028664,*,AMPD2
AMPD3,0.035250482,0.75682882,0.75682882,*,AMPD3
AMPH,-0.384328794,0.010758854,0.010758854,*,AMPH
AMT,-0.146446613,0.857367311,0.857367311,*,AMT
AMY2B,-1.879573847,0.641745938,0.641745938,*,AMY2B
AMZ1,-0.17787927,0.231500376,0.231500376,*,AMZ1
AMZ2,-0.070302463,0.386331212,0.386331212,*,AMZ2
ANAPC1,0.174154331,0.072196367,0.072196367,*,ANAPC1
ANAPC10,0.236407615,0.351066905,0.351066905,*,ANAPC10
ANAPC11,-0.007188018,0.940763845,0.940763845,*,ANAPC11
ANAPC13,0.020675929,0.843985717,0.843985717,*,ANAPC13
ANAPC15,0.007483166,0.950311282,0.950311282,*,ANAPC15
ANAPC16,0.062795728,0.585345882,0.585345882,*,ANAPC16
ANAPC2,-0.130364348,0.22832499,0.22832499,*,ANAPC2
ANAPC4,0.103438906,0.589295066,0.589295066,*,ANAPC4
ANAPC5,-0.01411965,0.814357724,0.814357724,*,ANAPC5
ANAPC7,-0.027434083,0.743685023,0.743685023,*,ANAPC7
ANG,0.159312245,0.613636766,0.613636766,*,ANG
ANGEL1,-0.2084018,0.156263237,0.156263237,*,ANGEL1
ANGEL2,0.061794396,0.699061214,0.699061214,*,ANGEL2
ANGPT1,-0.299295103,0.01326543,0.01326543,*,ANGPT1
ANGPT2,-1.13117144,0.588472009,0.588472009,*,ANGPT2
ANGPT4,-1.828313995,0.651239241,0.651239241,*,ANGPT4
ANGPTL1,-2.463476793,0.537579344,0.537579344,*,ANGPTL1
ANGPTL2,-0.309382165,1.47E-07,1.47E-07,*,ANGPTL2
ANGPTL3,0.066990552,0.985130736,0.985130736,*,ANGPTL3
ANGPTL4,0.440066812,1.02E-05,1.02E-05,*,ANGPTL4
ANGPTL5,1.906993865,0.636057473,0.636057473,*,ANGPTL5
ANGPTL6,-1.284069029,0.602001415,0.602001415,*,ANGPTL6
ANGPTL8,-1.005262704,0.805404059,0.805404059,*,ANGPTL8
ANK1,-0.523463698,0.012893744,0.012893744,*,ANK1
ANK2,-0.023091664,0.932644894,0.932644894,*,ANK2
ANK3,-0.32401995,0.675597511,0.675597511,*,ANK3
ANKAR,1.085264928,0.250700385,0.250700385,*,ANKAR
ANKDD1A,-0.163340454,0.585515131,0.585515131,*,ANKDD1A
ANKDD1B,2.270633015,0.462521889,0.462521889,*,ANKDD1B
ANKEF1,0.073838136,0.881386868,0.881386868,*,ANKEF1
ANKFN1,-4.981564579,0.008950292,0.008950292,Down,ANKFN1
ANKFY1,-0.0516407,0.448763937,0.448763937,*,ANKFY1
ANKH,-0.217481415,0.038467927,0.038467927,*,ANKH
ANKHD1,0.16628893,0.307137205,0.307137205,*,ANKHD1
ANKHD1-EIF4EBP3,-0.421676987,0.026018092,0.026018092,*,ANKHD1-EIF4EBP3
ANKIB1,0.128817168,0.264586118,0.264586118,*,ANKIB1
ANKLE1,-0.90082139,0.274282798,0.274282798,*,ANKLE1
ANKLE2,-0.079293582,0.215873329,0.215873329,*,ANKLE2
ANKMY1,0.462334284,0.140400016,0.140400016,*,ANKMY1
ANKMY2,0.413262856,0.032231398,0.032231398,*,ANKMY2
ANKRA2,0.046889454,0.812097838,0.812097838,*,ANKRA2
ANKRD1,-0.254830511,0.573610935,0.573610935,*,ANKRD1
ANKRD10,0.160282768,0.318907163,0.318907163,*,ANKRD10
ANKRD11,0.027932529,0.625113195,0.625113195,*,ANKRD11
ANKRD12,0.070940895,0.714215759,0.714215759,*,ANKRD12
ANKRD13A,-0.10242339,0.074444928,0.074444928,*,ANKRD13A
ANKRD13B,-0.446060471,0.135215912,0.135215912,*,ANKRD13B
ANKRD13C,0.169243032,0.147561838,0.147561838,*,ANKRD13C
ANKRD13D,0.032350701,0.809936997,0.809936997,*,ANKRD13D
ANKRD16,-0.122671241,0.653434983,0.653434983,*,ANKRD16
ANKRD17,0.005330179,0.941940215,0.941940215,*,ANKRD17
ANKRD17-DT,-1.602131379,0.391247431,0.391247431,*,ANKRD17-DT
ANKRD18A,0.585956297,0.502332725,0.502332725,*,ANKRD18A
ANKRD18B,0.438439861,0.178781217,0.178781217,*,ANKRD18B
ANKRD2,-0.33394291,0.68251925,0.68251925,*,ANKRD2
ANKRD22,-1.005262704,0.805404059,0.805404059,*,ANKRD22
ANKRD23,0.420324248,0.562046678,0.562046678,*,ANKRD23
ANKRD24,0.554593276,0.462258695,0.462258695,*,ANKRD24
ANKRD26,0.055359603,0.851115645,0.851115645,*,ANKRD26
ANKRD27,-0.284969747,0.01732843,0.01732843,*,ANKRD27
ANKRD28,0.097462434,0.396538726,0.396538726,*,ANKRD28
ANKRD29,-0.452320804,0.4698317,0.4698317,*,ANKRD29
ANKRD31,-1.005262704,0.805404059,0.805404059,*,ANKRD31
ANKRD33,-1.879573847,0.641745938,0.641745938,*,ANKRD33
ANKRD33B,-0.280379324,0.073523699,0.073523699,*,ANKRD33B
ANKRD34A,-0.100389035,0.647462397,0.647462397,*,ANKRD34A
ANKRD35,-0.088543854,0.675383338,0.675383338,*,ANKRD35
ANKRD36,0.335648796,0.601132458,0.601132458,*,ANKRD36
ANKRD36-2,-0.06257988,0.936374849,0.936374849,*,ANKRD36
ANKRD36B,0.345615414,0.648523525,0.648523525,*,ANKRD36B
ANKRD36B-2,0.178738438,0.755085976,0.755085976,*,ANKRD36B
ANKRD36C,-0.334669472,0.607020712,0.607020712,*,ANKRD36C
ANKRD37,0.207848485,0.77517074,0.77517074,*,ANKRD37
ANKRD39,0.022934945,0.914874582,0.914874582,*,ANKRD39
ANKRD40,-0.018850719,0.798497256,0.798497256,*,ANKRD40
ANKRD42,-0.111419382,0.434604924,0.434604924,*,ANKRD42
ANKRD42-DT,-0.866525078,0.375981219,0.375981219,*,ANKRD42-DT
ANKRD44,0.251089907,0.256019608,0.256019608,*,ANKRD44
ANKRD45,-0.103489247,0.947623131,0.947623131,*,ANKRD45
ANKRD46,-0.037228516,0.902259331,0.902259331,*,ANKRD46
ANKRD49,0.046417264,0.882855877,0.882855877,*,ANKRD49
ANKRD50,0.124364229,0.309446658,0.309446658,*,ANKRD50
ANKRD52,-0.05035364,0.319457129,0.319457129,*,ANKRD52
ANKRD53,-0.273514895,0.569591556,0.569591556,*,ANKRD53
ANKRD54,0.165970585,0.141541405,0.141541405,*,ANKRD54
ANKRD55,-1.005262704,0.805404059,0.805404059,*,ANKRD55
ANKRD6,-0.364067105,0.608910561,0.608910561,*,ANKRD6
ANKRD61,-2.409451517,0.206288962,0.206288962,*,ANKRD61
ANKRD63,0.918290647,0.821944146,0.821944146,*,ANKRD63
ANKRD65,-0.08589328,0.934358564,0.934358564,*,ANKRD65
ANKRD65-AS1,-2.409842605,0.546806812,0.546806812,*,ANKRD65-AS1
ANKRD7,0.387359628,0.822246442,0.822246442,*,ANKRD7
ANKRD9,-0.07830768,0.548689109,0.548689109,*,ANKRD9
ANKS1A,-0.221905833,0.079842708,0.079842708,*,ANKS1A
ANKS1B,-0.277040943,0.901384096,0.901384096,*,ANKS1B
ANKS3,-0.221864137,0.199644862,0.199644862,*,ANKS3
ANKS6,-0.108295008,0.25001868,0.25001868,*,ANKS6
ANKUB1,-1.828313995,0.651239241,0.651239241,*,ANKUB1
ANKZF1,-0.178690151,0.325633569,0.325633569,*,ANKZF1
ANLN,0.416531971,7.56E-08,7.56E-08,*,ANLN
ANO1,-0.318804311,0.002166681,0.002166681,*,ANO1
ANO10,0.010635189,0.864806399,0.864806399,*,ANO10
ANO2,3.235046231,0.363516609,0.363516609,*,ANO2
ANO3,-2.463476793,0.537579344,0.537579344,*,ANO3
ANO4,-0.334773766,0.001357908,0.001357908,*,ANO4
ANO4-2,5.603358077,0.152503578,0.152503578,*,ANO4
ANO6,0.043425412,0.572669288,0.572669288,*,ANO6
ANO7,1.074733882,0.116905967,0.116905967,*,ANO7
ANO8,-0.108112543,0.593808809,0.593808809,*,ANO8
ANOS1,0.797995962,0.302230659,0.302230659,*,ANOS1
ANP32A,0.191168936,0.027172538,0.027172538,*,ANP32A
ANP32A-IT1,0.544468519,0.866771367,0.866771367,*,ANP32A-IT1
ANP32B,0.086177473,0.151796552,0.151796552,*,ANP32B
ANP32E,0.355328919,0.000167519,0.000167519,*,ANP32E
ANPEP,-0.062879133,0.370386624,0.370386624,*,ANPEP
ANTKMT,0.107688493,0.748705113,0.748705113,*,ANTKMT
ANTXR1,-0.047711003,0.376565633,0.376565633,*,ANTXR1
ANTXR2,0.342552395,9.30E-06,9.30E-06,*,ANTXR2
ANTXRL,0.002245845,0.999220512,0.999220512,*,ANTXRL
ANXA1,0.19052306,0.003143629,0.003143629,*,ANXA1
ANXA10,1.804219169,0.288975788,0.288975788,*,ANXA10
ANXA11,-0.073807278,0.18908579,0.18908579,*,ANXA11
ANXA2,-0.00393305,0.926315512,0.926315512,*,ANXA2
ANXA2R,0.596394439,0.247417404,0.247417404,*,ANXA2R
ANXA2R-AS1,-0.239074658,0.715068945,0.715068945,*,ANXA2R-AS1
ANXA2R-OT1,0.059239193,0.808798482,0.808798482,*,ANXA2R-OT1
ANXA3,-0.477978298,0.007757681,0.007757681,*,ANXA3
ANXA4,-0.00024494,0.997751673,0.997751673,*,ANXA4
ANXA5,-0.122605953,0.00072671,0.00072671,*,ANXA5
ANXA6,-0.09675492,0.032745743,0.032745743,*,ANXA6
ANXA7,0.025179985,0.716697275,0.716697275,*,ANXA7
ANXA8,0.274403286,0.918764254,0.918764254,*,ANXA8
ANXA8-2,-0.1786251,0.590878185,0.590878185,*,ANXA8
ANXA8L1,0.082199857,0.935193369,0.935193369,*,ANXA8L1
ANXA9,0.104946598,0.839475103,0.839475103,*,ANXA9
AOC2,0.99887433,0.190711623,0.190711623,*,AOC2
AOC3,-0.324779828,0.761066467,0.761066467,*,AOC3
AOPEP,-0.406983725,0.009862541,0.009862541,*,AOPEP
AOX1,-0.057626054,0.579801397,0.579801397,*,AOX1
AP1AR,-0.107282198,0.689193596,0.689193596,*,AP1AR
AP1B1,0.013875125,0.837157741,0.837157741,*,AP1B1
AP1G1,-0.01295162,0.876233433,0.876233433,*,AP1G1
AP1G2,-0.122405782,0.780775024,0.780775024,*,AP1G2
AP1G2-AS1,-1.194018865,0.08457376,0.08457376,*,AP1G2-AS1
AP1M1,-0.076466965,0.274305915,0.274305915,*,AP1M1
AP1M2,-1.283904658,0.000284492,0.000284492,Down,AP1M2
AP1S1,0.107452201,0.123356893,0.123356893,*,AP1S1
AP1S2,0.088970469,0.369097293,0.369097293,*,AP1S2
AP1S3,-0.006729193,0.982050369,0.982050369,*,AP1S3
AP2A1,-0.053765899,0.420151105,0.420151105,*,AP2A1
AP2A2,-0.105073142,0.146441429,0.146441429,*,AP2A2
AP2A2-2,-0.179685729,0.34543063,0.34543063,*,AP2A2
AP2A2-3,4.867082029,0.048410132,0.048410132,Up,AP2A2
AP2B1,-0.036592041,0.417864176,0.417864176,*,AP2B1
AP2M1,0.014928474,0.755518103,0.755518103,*,AP2M1
AP2S1,0.063186149,0.352632506,0.352632506,*,AP2S1
AP3B1,0.1800739,0.0253651,0.0253651,*,AP3B1
AP3B2,0.305139958,0.901844143,0.901844143,*,AP3B2
AP3D1,-0.0636828,0.28816447,0.28816447,*,AP3D1
AP3M1,0.044716254,0.678388623,0.678388623,*,AP3M1
AP3M2,0.325150434,0.010061536,0.010061536,*,AP3M2
AP3S1,0.094050068,0.334373617,0.334373617,*,AP3S1
AP3S2,0.016984484,0.834448644,0.834448644,*,AP3S2
AP4B1,-0.195893109,0.23491898,0.23491898,*,AP4B1
AP4B1-AS1,0.617558983,0.840172535,0.840172535,*,AP4B1-AS1
AP4E1,-0.182498694,0.178610791,0.178610791,*,AP4E1
AP4M1,-0.012773008,0.928937043,0.928937043,*,AP4M1
AP4S1,-0.077748936,0.735450831,0.735450831,*,AP4S1
AP5B1,-0.146187298,0.201032695,0.201032695,*,AP5B1
AP5M1,0.184040836,0.232726631,0.232726631,*,AP5M1
AP5S1,-0.124889274,0.345241791,0.345241791,*,AP5S1
AP5Z1,0.001858665,0.982918814,0.982918814,*,AP5Z1
APAF1,0.111601659,0.347213343,0.347213343,*,APAF1
APBA1,0.204951975,0.065028385,0.065028385,*,APBA1
APBA1-2,-0.888418209,0.738755543,0.738755543,*,APBA1
APBA2,0.085287493,0.495511992,0.495511992,*,APBA2
APBA2-2,-0.190038153,0.289924162,0.289924162,*,APBA2
APBA2-3,0.252010013,0.412326331,0.412326331,*,APBA2
APBA3,0.096064603,0.628068543,0.628068543,*,APBA3
APBB1,-0.102802114,0.185510125,0.185510125,*,APBB1
APBB1IP,0.944716395,0.811353161,0.811353161,*,APBB1IP
APBB2,-0.060825419,0.528513511,0.528513511,*,APBB2
APBB3,0.057173003,0.855611242,0.855611242,*,APBB3
APC,0.275194884,0.037667574,0.037667574,*,APC
APC2,0.004909908,0.969885352,0.969885352,*,APC2
APCDD1,-1.22501958,0.273126389,0.273126389,*,APCDD1
APCDD1L,-0.094323845,0.266522787,0.266522787,*,APCDD1L
APCDD1L-DT,-0.231752314,0.497366353,0.497366353,*,APCDD1L-DT
APEH,-0.071395857,0.332382354,0.332382354,*,APEH
APEX1,0.004455257,0.958720896,0.958720896,*,APEX1
APEX1-2,0.004455257,0.958720896,0.958720896,*,APEX1
APEX2,0.172539609,0.175883994,0.175883994,*,APEX2
APH1A,0.024103101,0.716666162,0.716666162,*,APH1A
APH1B,0.031992215,0.784473324,0.784473324,*,APH1B
API5,0.181773203,0.085353238,0.085353238,*,API5
APIP,-0.059165196,0.704635336,0.704635336,*,APIP
APLF,0.207203861,0.636576135,0.636576135,*,APLF
APLN,0.379088656,0.397727113,0.397727113,*,APLN
APLP1,0.122153727,0.521552438,0.521552438,*,APLP1
APLP2,-0.019693865,0.633508759,0.633508759,*,APLP2
APMAP,-0.104732028,0.069412537,0.069412537,*,APMAP
APOA1,-0.866532983,0.830355314,0.830355314,*,APOA1
APOB,-0.667203804,0.810336621,0.810336621,*,APOB
APOB-2,-0.092650911,0.969384073,0.969384073,*,APOB
APOBEC3A_B,-0.043482025,0.991497804,0.991497804,*,APOBEC3A_B
APOBEC3B,0.060399085,0.550335179,0.550335179,*,APOBEC3B
APOBEC3B-AS1,0.918290647,0.821944146,0.821944146,*,APOBEC3B-AS1
APOBEC3C,-0.06439757,0.240119138,0.240119138,*,APOBEC3C
APOBEC3D,-1.000935528,0.139445597,0.139445597,*,APOBEC3D
APOBEC3F,-0.173613527,0.373927084,0.373927084,*,APOBEC3F
APOBEC3G,-0.352696231,0.24004271,0.24004271,*,APOBEC3G
APOBEC3H,-0.419523729,0.814256159,0.814256159,*,APOBEC3H
APOBR,1.75409309,0.664418947,0.664418947,*,APOBR
APOC1,-0.177036454,0.886377005,0.886377005,*,APOC1
APOD,-0.648806384,0.83328939,0.83328939,*,APOD
APOE,-0.104806267,0.779295902,0.779295902,*,APOE
APOL1,-0.707428395,0.000437075,0.000437075,*,APOL1
APOL2,-0.563046749,5.95E-10,5.95E-10,*,APOL2
APOL3,-0.564888276,0.047939967,0.047939967,*,APOL3
APOL4,-1.879573847,0.641745938,0.641745938,*,APOL4
APOL5,-0.043482025,0.991497804,0.991497804,*,APOL5
APOL5-2,-3.679229068,0.066553132,0.066553132,*,APOL5
APOL6,-0.485339273,1.01E-06,1.01E-06,*,APOL6
APOLD1,0.354287834,0.123979328,0.123979328,*,APOLD1
APOM,1.124874406,0.5016316,0.5016316,*,APOM
APOM-2,1.124874406,0.5016316,0.5016316,*,APOM
APOM-3,1.124874406,0.5016316,0.5016316,*,APOM
APOM-4,1.124874406,0.5016316,0.5016316,*,APOM
APOM-5,1.124874406,0.5016316,0.5016316,*,APOM
APOM-6,1.124874406,0.5016316,0.5016316,*,APOM
