GeneID,Con_1,Con_2,Con_3,DMEM_1,DMEM_2,DMEM_3,logFC,Pvalue,FDR,I6_1,I6_2,I6_3,logFC,Pvalue,FDR,R2_1,R2_2,R2_3,logFC,Pvalue,FDR
SPANXA2-OT1,0,0.03,0,0.03,0.07,0,-1.354446127,0.688933486,0.688933486,0,0,0,-1.117083236,0.784266619,0.784266619,0,0.13,0.07,3.465739444,0.274797926,0.274797926
ATAD5,1.1,4.01,1.49,3.75,3.24,4.19,-0.7014974,0.055449964,0.055449964,3.8,3.85,3.54,0.761380212,0.036411776,0.036411776,3.46,1.47,2.31,-0.626223308,0.011897846,0.011897846
ZBTB44,4.96,6.49,5.08,8.98,8.78,8.77,-0.620952648,1.53E-08,1.53E-08,8.83,8.99,8.51,0.57897094,1.09E-07,1.09E-07,7.05,6.48,6.51,-0.406042642,1.81E-10,1.81E-10
RTP4,1.07,1.34,1.22,1.35,1.52,1.28,-0.096755544,0.81058031,0.81058031,0.86,0.9,0.99,-0.489510057,0.263092681,0.263092681,1.64,0.97,1.13,0.484340155,0.261088624,0.261088624
AKAP1,18.65,20.7,20.45,21.42,20.42,22.01,-0.018453806,0.811041891,0.811041891,21.02,21.53,21.46,0.016007125,0.827173371,0.827173371,22.49,23.5,22.56,0.141851909,0.006783831,0.006783831
KLHDC7B,0.02,0,0,0,0,0,2.04605018,0.612272264,0.612272264,0,0.03,0.07,2.189702332,0.385524397,0.385524397,0,0,0,-4.179985851,0.127930558,0.127930558
PRDX2,426.48,374.07,419.82,314.86,318.91,309.43,0.470498807,2.92E-07,2.92E-07,334.43,332.36,328.63,-0.398342841,1.16E-05,1.16E-05,344.2,341.39,337.91,0.10839894,0.002016871,0.002016871
ALKBH7,52.8,31.47,43.38,26.02,25.19,27.74,0.79745114,0.000286607,0.000286607,23.88,26.62,27.51,-0.818778138,0.000254117,0.000254117,27.43,31.28,30.19,0.254244528,0.046087859,0.046087859
WDR33,10.27,10.37,11.5,13.82,13.21,14.57,-0.17739262,0.014271074,0.014271074,14.64,14.95,17.45,0.249623866,0.000360524,0.000360524,11.96,11.74,13.57,-0.127630231,0.032313615,0.032313615
DPP7,53.58,45.2,50.17,35.7,34.92,36.24,0.573527029,1.11E-06,1.11E-06,34.44,34.47,34.27,-0.601018543,3.39E-07,3.39E-07,33.49,37.98,35.52,0.080432827,0.329604153,0.329604153
NADSYN1,23.94,22.47,23.42,19.55,19.66,17.68,0.39984956,5.82E-05,5.82E-05,17.62,19.14,18.21,-0.398661277,6.63E-05,6.63E-05,20.42,21.5,20.36,0.134106284,0.07405393,0.07405393
CD300LF,0,0,0.04,0,0,0,1.13719805,0.780480655,0.780480655,0.03,0.03,0.03,1.325952031,0.632998836,0.632998836,0.1,0.13,0.13,1.906766805,0.179927698,0.179927698
SHLD1,2.83,1.79,2.95,1.75,0.86,2.05,0.746654847,0.106411866,0.106411866,2.81,2.8,2.47,-0.141260602,0.735558765,0.735558765,3.43,3.97,4.28,0.065436337,0.860775631,0.860775631
PLET1,0,0.18,0,0,0,0,3.208475368,0.418455893,0.418455893,0,0,0,-3.185916762,0.42174811,0.42174811,0,0,0,0,0,0
TP53INP2,17.85,15.62,19.21,18.14,17.29,18.29,0.061477357,0.61519364,0.61519364,16.3,16.73,17.13,-0.152987952,0.213376366,0.213376366,16.29,18.55,18.26,0.119723042,0.101876417,0.101876417
MARVELD1,18.72,16.17,19.19,16.96,16.86,16.89,0.175630284,0.143910712,0.143910712,15.36,15.89,15.82,-0.276975472,0.023123453,0.023123453,17,17.89,18.18,0.200128144,0.00457869,0.00457869
MORC2,8.21,8.65,7.87,9.82,9.71,9.38,-0.147031063,0.089717623,0.089717623,10.26,10.21,10.67,0.24822543,0.00442366,0.00442366,10.12,9.82,10.15,-0.033508848,0.643769114,0.643769114
EFNA1,4.4,4.15,4.49,2.52,2.61,2.57,0.848657852,0.000639745,0.000639745,4.6,3.89,3.01,-0.269691353,0.306357076,0.306357076,3.46,4.57,3.82,0.087961457,0.732438748,0.732438748
SARS2-2,7.73,6.52,7.04,6.45,5.74,6.65,0.261145424,0.154319534,0.154319534,5.7,6.43,6.71,-0.260544529,0.158267392,0.158267392,6.22,5.12,5.63,-0.114410107,0.483889478,0.483889478
ZNF311-7,0.02,0,0,0.03,0,0.09,-2.244289249,0.450651143,0.450651143,0.04,0,0,0.698978951,0.862692382,0.862692382,0,0.27,0.01,2.861416972,0.300936594,0.300936594
PRELID1,466.58,418.28,452.67,308.51,316.58,304.8,0.616158371,1.37E-13,1.37E-13,327.22,325.69,325.54,-0.543444908,3.29E-11,3.29E-11,341.82,357.69,347.17,0.148906512,6.25E-05,6.25E-05
LRRC28,2.74,2.99,2.2,1.73,2.68,1.23,0.039278275,0.868132823,0.868132823,4.02,2.96,2.13,0.319384239,0.147817933,0.147817933,2.87,2.32,2.7,-0.192516438,0.277059681,0.277059681
UBAC2,21.92,21.34,24.18,21.96,22.16,22.69,0.102483104,0.298389371,0.298389371,18.42,19.17,20.46,-0.308690841,0.003888331,0.003888331,22.43,23.05,22.58,0.249805638,0.001691303,0.001691303
FBXL6-2,15.41,5.39,15.88,8.82,9.83,8.4,0.540382858,0.149574246,0.149574246,5.27,5.41,9.95,-0.924078387,0.029767598,0.029767598,9.76,10.63,10.57,0.612935625,0.015345505,0.015345505
NUDT14,37.03,32.47,41.1,27.39,26.77,27.4,0.540511138,0.000725012,0.000725012,21.53,24.49,25.74,-0.725556387,3.47E-05,3.47E-05,27.44,23.19,25.93,0.156985112,0.269624632,0.269624632
KCNQ1,0,0,0,0.07,0,0.06,-2.642413962,0.506172383,0.506172383,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
SH3BP1,4.03,3.15,4.17,3.28,2.81,3.7,0.249153032,0.277027945,0.277027945,4.24,4.09,3.9,0.004804709,0.982247649,0.982247649,3.15,3.08,3.39,-0.214215312,0.195722394,0.195722394
PRRG1,3.03,3.78,3.01,4.52,3.91,5.02,-0.402408941,0.026094335,0.026094335,4.91,4.87,5.03,0.540754593,0.000374565,0.000374565,4.27,3.39,4.16,-0.326317235,0.010749959,0.010749959
ARMC2,0.34,0.75,1.13,1.87,1.38,2.57,-1.112627532,0.052917148,0.052917148,2.18,2.27,1.03,0.978159707,0.059960579,0.059960579,1.71,1.59,1.32,-0.259019705,0.546978259,0.546978259
PPHLN1,15.1,19.18,15.21,21.41,21.37,21.95,-0.280785206,0.017692054,0.017692054,20.47,20.75,20.02,0.150366516,0.206223518,0.206223518,16.88,15.86,16.41,-0.195967408,0.020993985,0.020993985
ANXA6,185.88,180.89,191.93,158.24,160.45,154.66,0.320343375,2.39E-06,2.39E-06,161.77,161.54,162.23,-0.27787506,3.33E-05,3.33E-05,179.27,182.11,181.46,0.188901034,6.32E-13,6.32E-13
PTBP1,256.15,242.5,252.84,231.96,235.76,226.6,0.195347495,0.004813964,0.004813964,244.89,240.68,240.45,-0.121754382,0.074280852,0.074280852,249.28,257.34,254.13,0.090389252,0.000473526,0.000473526
PCBD1,68.05,63.56,67.21,56.92,57.07,55.81,0.322348558,0.004814253,0.004814253,58.52,58.63,58.48,-0.296361033,0.008894201,0.008894201,58.72,54.84,57.91,0.061653733,0.473588649,0.473588649
USP36,12.44,12.58,12.17,12.14,12.4,12.11,0.086806063,0.281273982,0.281273982,13.24,13.15,12.97,0.033665288,0.669367435,0.669367435,13.53,12.65,13.49,0.018309847,0.752744888,0.752744888
HCG20-6,0,0,0,0.06,0,0.34,-3.424107603,0.341395918,0.341395918,0.06,0.18,0.18,3.522574673,0.193140614,0.193140614,0,0.06,0,-2.681852174,0.208778316,0.208778316
SPATA41,0.15,0.04,0.04,0.04,0,0.07,1.629636805,0.359601018,0.359601018,0.12,0.03,0,-0.3809274,0.814542044,0.814542044,0,0.07,0.02,-0.753242714,0.707468889,0.707468889
CMYA5,0,0.03,0.03,0.02,0.01,0.03,0.113917397,0.920015315,0.920015315,0.01,0.02,0.02,-0.344438994,0.772456758,0.772456758,0,0,0,-2.200438196,0.11772023,0.11772023
ACOT11,0.58,0.53,0.79,0.31,0.36,0.37,0.952349432,0.042613847,0.042613847,0.46,0.54,0.62,-0.248374137,0.57396667,0.57396667,0.54,0.37,0.47,-0.244410469,0.543798975,0.543798975
BCO2,0,0.02,0,0.02,0,0.02,-0.684262699,0.85479372,0.85479372,0.04,0.04,0.04,2.325999898,0.319365248,0.319365248,0.02,0.04,0.04,-0.231920534,0.873374832,0.873374832
POLR1H-4,7.32,5.16,6.81,5.01,5.38,4.73,0.426740359,0.195105557,0.195105557,5.88,6.43,5.86,-0.193777281,0.539221129,0.539221129,5.28,5.56,5.5,-0.050196472,0.849654058,0.849654058
TRIM26-7,9.88,7.39,7.85,9.19,7.29,5.36,0.298925895,0.182553873,0.182553873,4.86,12.06,11.24,0.053876744,0.862551788,0.862551788,2.02,6.92,3.76,-1.091574909,0.083410316,0.083410316
FGFR1,38.82,36.57,37.47,37.77,37.57,38.24,0.097307807,0.171665132,0.171665132,34.59,35.87,37.04,-0.115082477,0.108264247,0.108264247,36.7,38.71,38.32,0.066330014,0.146229079,0.146229079
CA3,0,0.03,0,0,0,0,1.13719805,0.780480655,0.780480655,0.03,0.03,0,0.718234721,0.845877435,0.845877435,0,0,0,-1.80161627,0.65562412,0.65562412
STAC2,0,0,0,0,0.02,0,-0.786355302,0.847184675,0.847184675,0,0,0,0,0,0,0,0,0,0,0,0
TELO2,17.37,13.69,16.69,11.77,11.36,12.44,0.506562547,0.000863595,0.000863595,11.8,13.44,14.16,-0.377219032,0.013550452,0.013550452,11.46,13.67,13.22,0.034624347,0.741885341,0.741885341
MAK16,3.63,4.92,4.16,6.27,5.84,5.94,-0.432010481,0.003395081,0.003395081,5.61,5.83,5.54,0.351856365,0.016713987,0.016713987,5.21,3.57,4.37,-0.346943347,0.029663194,0.029663194
RABL6,89.79,75.96,90.54,64.35,63.53,64.74,0.504191094,3.87E-06,3.87E-06,69.4,67.05,67.36,-0.410981728,0.000186201,0.000186201,71.45,74.03,71.61,0.120063445,0.002602155,0.002602155
ITPR1-DT,0.17,0,0,0.24,0.13,0.27,-1.795750423,0.308706854,0.308706854,0.24,0.12,0.04,1.133449008,0.57957514,0.57957514,0.04,0,0,-3.163215731,0.116923988,0.116923988
CNOT6,4.6,6.62,4.52,9.31,8.43,10.04,-0.734754518,1.25E-06,1.25E-06,9.33,9.71,9.78,0.753477266,1.40E-07,1.40E-07,7.58,7.59,7.77,-0.362585624,1.65E-05,1.65E-05
FLJ45513,0.15,0.36,0,0.07,0,0.28,0.62309842,0.771217604,0.771217604,0.07,0.3,0.3,0.304462162,0.85266915,0.85266915,0,0.07,0.07,-2.15398686,0.227913375,0.227913375
CA14,0.08,0,0.04,0.04,0.04,0,0.777628338,0.768984754,0.768984754,0.04,0,0,-1.687143113,0.606847952,0.606847952,0,0.11,0.04,1.918482331,0.505082967,0.505082967
PYCR1,69.01,58.52,66.35,48.15,48.06,45.86,0.553872439,1.21E-06,1.21E-06,40.54,42.47,46.09,-0.694494652,4.96E-09,4.96E-09,47.42,48.84,48.5,0.205672541,0.001746375,0.001746375
GDI1,127.95,112.74,129.54,111.17,114.49,109.13,0.230347074,0.016137458,0.016137458,113.87,116.79,120.52,-0.156600832,0.104218026,0.104218026,116.37,120.8,117.83,0.048191207,0.242058634,0.242058634
DNAH5,0.21,0.14,0.15,0.25,0.22,0.2,-0.091360044,0.806208758,0.806208758,0.15,0.19,0.21,-0.067646596,0.856948891,0.856948891,0.23,0.38,0.31,0.581192143,0.067720094,0.067720094
SDE2,8.31,11.07,9.1,11.74,10.72,12.56,-0.225239915,0.06614666,0.06614666,13.28,12.33,11.59,0.319365532,0.006893256,0.006893256,11.61,10.31,10.96,-0.154613912,0.081599645,0.081599645
ATP2B4,6.46,7.18,6.9,9.54,9.58,9.84,-0.428125156,3.64E-09,3.64E-09,10.05,10.29,10.61,0.546794655,5.15E-14,5.15E-14,10.02,9.39,9.63,-0.066182288,0.246895024,0.246895024
PYCR3,9.33,7.68,9.18,5.31,5.59,5.25,0.780578921,5.23E-07,5.23E-07,5.98,6.33,6.43,-0.560589452,0.000246059,0.000246059,6.76,6.19,6.36,0.068959401,0.525097211,0.525097211
FBXW4,19.29,17.8,18.31,16.78,16.75,16.54,0.260861441,0.042966123,0.042966123,14.57,15.26,15.72,-0.429780942,0.001083985,0.001083985,14.99,16.1,15.39,0.152248256,0.110423763,0.110423763
MEGF6,0.92,0.73,0.83,1.04,0.91,1.11,-0.224281396,0.338000435,0.338000435,0.67,0.72,0.77,-0.260729909,0.292872936,0.292872936,0.83,0.57,0.69,-0.053043256,0.823735453,0.823735453
DLX3,0.56,0.26,0.11,0.2,0.21,0.15,0.839129646,0.310950398,0.310950398,0.17,0.26,0.39,-0.262603296,0.745621673,0.745621673,0.51,0.35,0.5,0.75578321,0.173499007,0.173499007
TAF1A,3.27,5.56,3.64,4.74,5.2,5.29,-0.198729766,0.409563622,0.409563622,5.33,4.48,4.4,0.196712811,0.419481242,0.419481242,7.54,3.17,6.02,0.00821479,0.976544253,0.976544253
CCBE1,2.28,2.15,2.73,3.32,3.2,2.79,-0.21161025,0.253359568,0.253359568,2.38,2.5,2.55,0.051756183,0.786700043,0.786700043,2.73,2.53,2.5,0.00352397,0.982810148,0.982810148
VSX1,0.05,0.07,0.23,0.14,0.07,0.24,0.315652989,0.771444376,0.771444376,0.08,0.1,0.08,-0.969776875,0.394352087,0.394352087,0.11,0.42,0.27,1.483622917,0.158309759,0.158309759
CHAF1B,15.73,16.75,17.08,17.24,18.6,16.06,-0.015159401,0.868132854,0.868132854,17.85,17.94,18.49,0.081291096,0.332572626,0.332572626,19.28,19.44,19.3,0.101184446,0.075443504,0.075443504
BRPF3,23.1,22.6,25.88,27.02,25.79,27.97,-0.071699388,0.421560722,0.421560722,28.84,28.01,27.01,0.166301599,0.065644385,0.065644385,27.14,26.23,26.1,-0.043786491,0.319073023,0.319073023
CSPG5,2.9,2.72,2.71,2.55,2.44,2.36,0.263005234,0.256442509,0.256442509,2.8,2.62,2.63,-0.123421488,0.58497222,0.58497222,3.11,2.34,2.66,0.044667671,0.836892862,0.836892862
ZNF136,0.62,0.94,0.83,1.31,1.23,1.3,-0.619555875,0.034164788,0.034164788,1.13,0.88,0.75,0.144113622,0.674847892,0.674847892,0.75,0.77,0.77,-0.240088277,0.422002636,0.422002636
YPEL1,0.19,0.06,0.2,0.14,0.06,0.12,0.659974518,0.449523847,0.449523847,0.22,0.22,0.16,0.372520486,0.60617219,0.60617219,0.05,0.13,0.06,-1.496400988,0.044696654,0.044696654
KBTBD8,0.15,0.17,0.2,0.19,0.12,0.28,-0.095080907,0.881107623,0.881107623,0.21,0.22,0.17,0.158986598,0.778099925,0.778099925,0.17,0.25,0.22,0.160234109,0.747867356,0.747867356
OPRD1,0.01,0.01,0.01,0.02,0.02,0,-0.327397016,0.832349331,0.832349331,0,0,0.01,-1.443521161,0.538371124,0.538371124,0.01,0,0,0.002332416,0.999502865,0.999502865
RASSF4,3.66,3.6,4.52,3.85,3.81,3.85,0.116196573,0.503793559,0.503793559,3.86,4.01,3.72,-0.093843464,0.590428378,0.590428378,3.5,3.57,3.36,-0.129704236,0.321161812,0.321161812
LENG1-2,2.59,2.46,2.27,1.99,1.92,1.92,0.411916995,0.206575657,0.206575657,1.9,1.9,2,-0.432298509,0.184295053,0.184295053,2.25,2.18,2.25,0.252389183,0.400625902,0.400625902
SLC9A1,10.26,9.22,11.07,9.76,9.85,10.46,0.102471139,0.407931461,0.407931461,11.07,10.68,10.48,0.008482521,0.944752822,0.944752822,10.53,10.35,10.49,-0.017616792,0.79765448,0.79765448
DIS3L,6.01,8.6,7.39,10.72,10.96,10.71,-0.474437727,0.000407897,0.000407897,9.81,10.32,12.17,0.465580385,0.002823808,0.002823808,9.89,8.29,8.93,-0.220854546,0.059833135,0.059833135
HSPBP1,60.07,52,59.64,40.55,42.16,40.15,0.552621304,6.37E-07,6.37E-07,42.11,45.24,48.63,-0.42074342,0.000319529,0.000319529,44.83,46.39,47.08,0.077382181,0.322661577,0.322661577
GTPBP4,18.04,21.93,18.61,25.04,24.74,25.15,-0.28118757,0.000122114,0.000122114,24.01,24.68,25.7,0.278161924,0.000256518,0.000256518,22.32,19.48,20.62,-0.228947618,0.000488553,0.000488553
ZNF679,0,0,0,0.11,0.04,0.11,-3.468086945,0.206703482,0.206703482,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075
TMC3,0.01,0.02,0,0.01,0.01,0.02,-0.292939147,0.889100268,0.889100268,0,0,0,-2.50825003,0.530660102,0.530660102,0.01,0.01,0.01,0.01,0.01,0.01
ZNF582,0.42,0.21,0.23,0.43,0.57,0.26,-0.328058444,0.641957216,0.641957216,0.24,0.08,0.17,-0.532476419,0.486925334,0.486925334,0.24,0.33,0.31,0.771205031,0.235022395,0.235022395
DNAJC11,31.11,28.34,33.24,30.91,30.89,31.18,0.077317956,0.454029253,0.454029253,35.52,33.2,31.65,0.038948578,0.721788016,0.721788016,34.09,34.91,34.67,0.073206775,0.224512094,0.224512094
GPA33,0,0.06,0,0,0,0.02,1.515400145,0.7050616,0.7050616,0.06,0.02,0.04,0.954802138,0.669583622,0.669583622,0,0.06,0.04,-0.231478297,0.889579177,0.889579177
HSD17B11,65.61,49.09,52.94,58.56,64.75,58.64,-0.095233102,0.277679613,0.277679613,57.19,60.15,56.41,0.067095498,0.448889564,0.448889564,54.55,48.81,51.77,-0.153627063,0.018511646,0.018511646
NAV1,2.96,3.15,3.17,4.22,4.26,3.97,-0.297784218,0.001431576,0.001431576,4.12,4.17,4.17,0.3206385,0.000371915,0.000371915,3.36,3.73,3.46,-0.219654801,0.002440275,0.002440275
PRR33,0.02,0.04,0.02,0,0,0,3.002726696,0.347625411,0.347625411,0.01,0.01,0,-2.022286008,0.434946018,0.434946018,0.06,0,0.04,2.259913891,0.400891909,0.400891909
WDR76,8.55,10.27,8.19,11.67,12.65,10.89,-0.306380168,0.00780904,0.00780904,11.77,11.49,10.73,0.262494402,0.013583843,0.013583843,11.13,9.91,10.68,-0.074100272,0.385097446,0.385097446
RSPH4A,0.08,0.05,0,0.08,0.11,0,-0.505796568,0.795184046,0.795184046,0.03,0.1,0.16,1.140933052,0.465039613,0.465039613,0.14,0.04,0.12,0.117549201,0.917208803,0.917208803
NUP50,9.52,13.23,10.17,16.88,15.72,17.64,-0.537468097,3.95E-06,3.95E-06,16.16,16.54,16.97,0.530917629,1.66E-06,1.66E-06,14.24,12.52,13.14,-0.293367058,1.47E-05,1.47E-05
RRP8,6.43,7.35,5.02,5.02,6.37,4.54,0.432722331,6.79E-05,6.79E-05,4.63,5.22,5.78,-0.253915753,0.016613327,0.016613327,5.24,6.04,5.14,0.183576486,0.054866713,0.054866713
FBXO17-2,6.5,5.64,6.64,5.49,5.94,5.23,0.132410619,0.40307192,0.40307192,5.16,4.64,3.71,-0.488642942,0.004856042,0.004856042,5.76,6.18,6.26,0.418904877,0.002627948,0.002627948
HSD17B8-4,1.59,1.12,1.21,0.93,1.09,0.88,0.543753679,0.35784578,0.35784578,0.8,0.7,0.69,-0.933850104,0.132370548,0.132370548,0.95,0.78,0.97,0.367862274,0.545783383,0.545783383
FAM221A,2.91,3.7,3.05,4.35,4.81,3.86,-0.356730687,0.197203108,0.197203108,3.9,4.71,6.29,0.442826998,0.09203484,0.09203484,4.24,3.03,3.41,-0.268874779,0.286772662,0.286772662
PSMD7,54.98,64.71,60.35,71.22,73.43,69.87,-0.170501772,0.020656478,0.020656478,72.72,72.31,72.42,0.192847685,0.005790776,0.005790776,70.53,66.16,67.6,-0.050183359,0.316535494,0.316535494
IL11RA,3.84,2.55,2.62,2.05,2.3,1.79,0.644920748,0.050272941,0.050272941,1.38,1.65,2.08,-0.906710268,0.010071105,0.010071105,1.35,1.68,1.42,-0.158545819,0.633143187,0.633143187
RPL12,2175.36,2069.83,2021.91,1807.3,1893.96,1731.06,0.320339479,1.07E-05,1.07E-05,1783.4,1695.91,1608.18,-0.435077435,3.56E-11,3.56E-11,1842.49,1815.72,1842.78,0.227653832,1.20E-09,1.20E-09
SLCO2A1,0.51,0.38,0.28,0.58,0.61,0.55,-0.497224084,0.232107787,0.232107787,0.24,0.49,0.58,0.086039535,0.870980186,0.870980186,0.37,0.41,0.48,-0.018769238,0.966976037,0.966976037
LRCH3,8.89,10.49,9.03,11.4,11.27,11.37,-0.114528811,0.208741457,0.208741457,12.12,12.11,11.69,0.301148748,0.000648908,0.000648908,9.78,11.62,10.85,-0.132398292,0.076703321,0.076703321
BTBD10,17.81,23.24,19.31,24.93,26.03,23.36,-0.24058312,0.024927649,0.024927649,27.55,28.03,28.86,0.439115406,8.07E-06,8.07E-06,23.54,22.94,23.48,-0.257855147,8.72E-05,8.72E-05
THNSL1,4.14,2.13,3.6,3.73,3.74,4.35,-0.530368599,0.023397572,0.023397572,2.71,3.02,2.48,0.171708277,0.485787285,0.485787285,5.41,3.32,3.9,0.121394041,0.559998839,0.559998839
ZNRD2-DT,1.43,1.02,1.47,0.87,0.43,1.16,0.763705662,0.206732616,0.206732616,0.25,0.36,0.32,-2.166697971,0.000909362,0.000909362,0.42,1.39,1.02,1.664049916,0.025148361,0.025148361
ATP5MJ,267.48,228.28,237.45,169.53,178.79,160.61,0.646034782,1.78E-08,1.78E-08,152.52,172.48,181.28,-0.663967046,9.98E-08,9.98E-08,209.12,208.1,208.87,0.419535911,2.90E-06,2.90E-06
ZW10,11.14,16.56,11.32,18.35,17.58,18.79,-0.416448162,0.004689236,0.004689236,17.35,17.78,18.85,0.399284741,0.006845147,0.006845147,15,13.37,14.16,-0.312174037,0.000152059,0.000152059
NBEAL2,3.93,3.99,4.01,3.33,3.55,3.21,0.27335295,0.018324019,0.018324019,3.51,3.82,3.73,-0.123733812,0.281143521,0.281143521,3.66,3.76,3.66,-0.059538212,0.556661055,0.556661055
BRD2-7,0,0.19,0,0,0.02,0,3.093002027,0.354369072,0.354369072,0.31,0.02,0.05,1.180347982,0.515864065,0.515864065,0,0,0,-5.194016747,0.006525723,0.006525723
DNAH1,0.09,0.12,0.08,0.12,0.13,0.13,-0.189596138,0.65859762,0.65859762,0.1,0.09,0.12,-0.208958584,0.650966616,0.650966616,0.12,0.11,0.12,0.280548114,0.46554548,0.46554548
PITPNM1,17.52,14.75,17.71,14.52,14.75,13.99,0.349259965,0.005882017,0.005882017,12.97,13.45,13.65,-0.388153337,0.00252677,0.00252677,12.88,13.97,13.16,0.014272463,0.840386565,0.840386565
SMC4,13.62,25.65,13.35,30.72,28.56,33.05,-0.73016249,0.000267791,0.000267791,28.97,28.95,28.24,0.649418274,0.001004735,0.001004735,24.41,16.06,20.06,-0.478179794,0.000112221,0.000112221
ATP6V1G2-DDX39B-6,0.22,0.31,0.09,0.08,0.06,0.15,1.333423491,0.207216299,0.207216299,0.26,0.21,0.21,0.099932209,0.904004559,0.904004559,0.21,0.25,0.27,0.034668542,0.958592702,0.958592702
CBLL1,7.76,8.84,7.44,10.64,10.32,10.52,-0.309532527,0.001552257,0.001552257,10.76,11.67,11.88,0.446455417,8.90E-06,8.90E-06,10.5,8.75,9.39,-0.236662614,0.015070183,0.015070183
DIDO1,18.37,20.66,20.69,23.85,24.57,23.56,-0.259877463,7.76E-05,7.76E-05,25.36,24.35,22.67,0.388729889,8.78E-09,8.78E-09,22.15,22.47,23.36,-0.133866754,0.00423574,0.00423574
UBE2E1,59.71,63.03,57.21,58.23,59.31,59.23,0.113384322,0.089162765,0.089162765,60.12,61.72,59.33,-0.06584583,0.31167555,0.31167555,56.84,62.99,60.54,0.002477885,0.969349697,0.969349697
RPP14,5.08,7.13,5.72,7.84,6.45,7.84,-0.232866515,0.150021564,0.150021564,9.67,10.1,8.64,0.597024183,4.92E-05,4.92E-05,7.47,6.13,7.13,-0.428665313,0.000381143,0.000381143
GABBR1-7,0.39,0,0.15,0.13,0.26,0.39,0.73568005,0.582406174,0.582406174,0.07,0.16,0.16,-1.312395424,0.335299432,0.335299432,0.04,0,0,-3.049479212,0.060888878,0.060888878
THUMPD1,3.05,4.62,3.07,6.17,5.61,6.3,-0.663092662,0.000218765,0.000218765,6,5.94,5.55,0.650984627,0.000287924,0.000287924,3.91,3.29,3.8,-0.670340828,2.50E-08,2.50E-08
PAQR8,0.64,0.94,1.08,0.75,0.84,0.87,0.186223339,0.55002473,0.55002473,0.86,0.78,0.72,-0.235229119,0.453889174,0.453889174,0.99,0.92,0.89,0.264015288,0.267442292,0.267442292
DYRK1A,3.57,4.97,3.43,6.91,6.8,7.5,-0.664351805,6.30E-07,6.30E-07,6.83,6.86,7.25,0.670399551,1.89E-07,1.89E-07,5.99,4.81,5.43,-0.307699208,0.002366672,0.002366672
DHX16-3,1.14,0.86,1.24,1.58,2.38,1.19,-0.569228776,0.121955858,0.121955858,0.92,1.33,1.62,0.153019585,0.667901293,0.667901293,1.05,1.07,1.32,-0.160834371,0.598484408,0.598484408
FAM72A,5.33,6.39,5.79,6.63,6.36,6.99,-0.115492207,0.439710728,0.439710728,6.2,7.5,8.76,0.261130038,0.153291444,0.153291444,8.89,5.86,7.34,0.000622691,0.997511416,0.997511416
AKR1C8,0,0,0,0.05,0.1,0,-2.318333728,0.56137488,0.56137488,0.075,0.075,0.075,0.075,0.075,0.075,0.1,0,0.1,2.898733738,0.41955048,0.41955048
SEPTIN9-DT-2,0.12,0,0.07,0.12,0,0.17,-0.684438815,0.852899785,0.852899785,0,0,0,-1.117083236,0.784266619,0.784266619,0.095,0.095,0.095,0.095,0.095,0.095
PLAC8L1,0,0.14,0.32,0,0.03,0.03,1.922802008,0.404616721,0.404616721,0.03,0.09,0.12,0.105720478,0.949508699,0.949508699,0,0,0,-3.841387937,0.104209473,0.104209473
EID1,49.21,48.61,47.37,57.09,58.73,59.4,-0.18858429,0.009334654,0.009334654,56.47,56.59,58.91,0.1659739,0.022994796,0.022994796,61.31,51.51,55.77,0.005014595,0.943436963,0.943436963
ZNF582-DT,0.21,0.2,0.5,0.18,0.33,0,1.100201858,0.395774735,0.395774735,0.04,0.05,0.14,-2.246795467,0.066403334,0.066403334,0.05,0,0,-2.202093049,0.345793406,0.345793406
MLH1,21.07,22.01,22.39,24.41,24.96,24.3,-0.099171209,0.237641614,0.237641614,23,23.63,25.24,0.061056088,0.501248331,0.501248331,24.95,24.83,24.41,0.085990819,0.220175864,0.220175864
DGCR8,9.41,10.01,9.95,10.48,9.83,10.72,0.006137413,0.94372905,0.94372905,12.06,11.42,10.37,0.149530846,0.124968027,0.124968027,10.87,10.73,10.93,-0.048051727,0.561696602,0.561696602
ATP8B2,4.44,4.36,4.72,4.68,4.55,4.89,0.013914786,0.906328459,0.906328459,3.85,4.29,4.42,-0.197134131,0.124196826,0.124196826,4.99,5.19,4.9,0.292355694,0.004488014,0.004488014
SLC13A4,0.16,0.21,0.22,0.42,0.54,0.23,-0.864455112,0.17715153,0.17715153,0.27,0.28,0.33,0.492455938,0.423209819,0.423209819,0.38,0.24,0.26,-0.184931082,0.730524634,0.730524634
PLCL2,0.55,0.33,0.26,0.19,0.24,0.46,0.856043719,0.176350138,0.176350138,0.29,0.53,0.78,-0.158735092,0.790923348,0.790923348,0.23,0.23,0.31,-1.041164949,0.029015185,0.029015185
KNTC1,2.66,7,2.97,6.35,6.31,6.95,-0.593795833,0.042361141,0.042361141,5.52,5.62,5.54,0.380498116,0.19542759,0.19542759,4.48,3.22,3.9,-0.515346079,4.08E-05,4.08E-05
AIFM3,0.05,0.02,0,0,0,0,2.581518608,0.51837243,0.51837243,0.09,0.07,0.07,1.60279788,0.337838251,0.337838251,0,0.05,0.05,-1.289938151,0.383847601,0.383847601
